osebuildingid,buildingtype,primarypropertytype,propertyname,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding_s,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyuse,secondlargestpropertyusetype,thirdlargestpropertyusetype,thirdlargestpropertyusetypegfa,energystarscore,siteeui_kbtu_sf,siteeuiwn_kbtu_sf,sourceeui_kbtu_sf,sourceeuiwn_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,steamuse_kbtu,electricity_kbtu,naturalgas_kbtu,compliancestatus,totalghgemissions,ghgemissionsintensity,yearsenergystarcertified,geopoint,Electricite_bool,Gaz_bool,Vapeur_bool,certif2016,propertygfatotal_log,propertygfaparking_log,propertygfabuilding_s_log,largestpropertyusetypegfa_log,secondlargestpropertyuse_log,thirdlargestpropertyusetypegfa_log,steamuse_kbtu_log,electricity_kbtu_log,naturalgas_kbtu_log,siteeuiwn_kbtu_sf_log,ghgemissionsintensity_log,adult education,automobile dealership,bank branch,bar/nightclub,college/university,convenience store without gas station,courthouse,data center,distribution center,enclosed mall,energy/power station,fast food restaurant,financial office,fire station,fitness center/health club/gym,food sales,food service,hospital,hotel,k-12 school,laboratory,library,lifestyle center,manufacturing/industrial plant,medical office,movie theater,multifamily housing,museum,non-refrigerated warehouse,office,other,other - education,other - entertainment/public assembly,other - lodging/residential,other - mall,other - public services,other - recreation,other - restaurant/bar,other - services,other - technology/science,other - utility,other/specialty hospital,outpatient rehabilitation/physical therapy,parking,performing arts,personal services,police station,pre-school/daycare,prison/incarceration,refrigerated warehouse,repair services,residence hall/dormitory,residential care facility,restaurant,retail store,self-storage facility,senior care community,single family home,social/meeting hall,strip mall,supermarket/grocery store,swimming pool,urgent care/clinic/other outpatient,vocat,vocational school,wholesale club/supercenter,worship facility,adult education_gfa,automobile dealership_gfa,bank branch_gfa,bar/nightclub_gfa,college/university_gfa,convenience store without gas station_gfa,courthouse_gfa,data center_gfa,distribution center_gfa,enclosed mall_gfa,energy/power station_gfa,fast food restaurant_gfa,financial office_gfa,fire station_gfa,fitness center/health club/gym_gfa,food sales_gfa,food service_gfa,hospital_gfa,hotel_gfa,k-12 school_gfa,laboratory_gfa,library_gfa,lifestyle center_gfa,manufacturing/industrial plant_gfa,medical office_gfa,movie theater_gfa,multifamily housing_gfa,museum_gfa,non-refrigerated warehouse_gfa,office_gfa,other_gfa,other - education_gfa,other - entertainment/public assembly_gfa,other - lodging/residential_gfa,other - mall_gfa,other - public services_gfa,other - recreation_gfa,other - restaurant/bar_gfa,other - services_gfa,other - technology/science_gfa,other - utility_gfa,other/specialty hospital_gfa,outpatient rehabilitation/physical therapy_gfa,parking_gfa,performing arts_gfa,personal services_gfa,police station_gfa,pre-school/daycare_gfa,prison/incarceration_gfa,refrigerated warehouse_gfa,repair services_gfa,residence hall/dormitory_gfa,residential care facility_gfa,restaurant_gfa,retail store_gfa,self-storage facility_gfa,senior care community_gfa,single family home_gfa,social/meeting hall_gfa,strip mall_gfa,supermarket/grocery store_gfa,swimming pool_gfa,urgent care/clinic/other outpatient_gfa,vocat_gfa,vocational school_gfa,wholesale club/supercenter_gfa,worship facility_gfa,nombre_utilisation_differente
1,NonResidential,Hotel,Mayflower park hotel,DOWNTOWN,47.6122,-122.33798999999999,1927,1.0,12,88434,0,88434,Hotel,hotel,88434.0,,,,,60.0,81.69999695,84.30000305,182.5,189.0,7226362.5,7456910.0,2003882.0,3946027.0,1276453.0,Compliant,249.98,2.83,nan,POINT(-122.33799 47.6122),True,True,True,False,11.390011790064813,-inf,11.390011790064813,11.390011790064813,,,14.510596857217736,15.188219807913311,14.0595956955577,4.434381901188117,1.0402767116551463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,NonResidential,Hotel,Paramount Hotel,DOWNTOWN,47.613170000000004,-122.33393000000001,1996,1.0,11,103566,15064,88502,"Hotel, Parking, Restaurant",hotel,83880.0,15064.0,parking,restaurant,4622.0,61.0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,8664479.0,0.0,3242851.0,5145082.0,Compliant,295.86,2.86,nan,POINT(-122.33393 47.61317),True,True,False,False,11.547964369614744,9.620063070336988,11.390780429610727,11.337142485015857,9.620063070336988,8.438582790834326,-inf,14.991963439121395,15.453551864926974,4.5839465651646565,1.0508216248317612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,83880,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15064.0,0,0,0,0,0,0,0,0,0,4622,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,NonResidential,Hotel,5673-The Westin Seattle,DOWNTOWN,47.613929999999996,-122.3381,1969,1.0,41,956110,196718,759392,Hotel,hotel,756493.0,,,,,43.0,96.0,97.69999695,241.89999390000003,244.10000609999997,72587024.0,73937112.0,21566554.0,49526664.0,1493800.0,Compliant,2089.28,2.19,nan,POINT(-122.3381 47.61393),True,True,True,False,13.770628248175832,12.189526510103947,13.540273392091745,13.53644855902828,,,16.88665424667809,17.718021749176774,14.216833766905104,4.5819015278307225,0.7839015438284094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,NonResidential,Hotel,HOTEL MAX,DOWNTOWN,47.61412,-122.33663999999999,1926,1.0,10,61320,0,61320,Hotel,hotel,61320.0,,,,,56.0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,6946800.5,2214446.25,2768924.0,1811213.0,Compliant,286.43,4.67,nan,POINT(-122.33664 47.61412),True,True,True,False,11.023861332985751,-inf,11.023861332985751,11.023861332985751,,,14.610512930206164,14.833969355044758,14.40950734452708,4.730039195394949,1.541159071680806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),DOWNTOWN,47.61375,-122.34047,1980,1.0,18,175580,62000,113580,"Hotel, Parking, Swimming Pool",hotel,123445.0,68009.0,parking,swimming pool,0.0,75.0,114.8000031,118.6999969,211.39999390000003,215.60000609999997,14172606.0,14656503.0,0.0,5368607.0,8803998.0,Compliant,505.01,2.88,nan,POINT(-122.34047 47.61375),True,True,False,False,12.0758500584802,11.03488966402723,11.640262713431424,11.723550991725466,11.127395328341542,-inf,-inf,15.496079028737151,15.990716494458995,4.776599275499363,1.0577902941478545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,123445,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,68009.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,Nonresidential COS,Other,West Precinct,DOWNTOWN,47.61623,-122.33657,1999,1.0,2,97288,37198,60090,Police Station,police station,88830.0,,,,,,136.1000061,141.6000061,316.2999878,320.5,12086616.0,12581712.0,0.0,7371434.0,4715182.0,Compliant,301.81,3.1,nan,POINT(-122.33657 47.61623),True,True,False,False,11.485430930660835,10.524010275375073,11.003598717327973,11.394479709763747,,,-inf,15.813122817830315,15.366298073516814,4.953006224338715,1.1314021114911006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,NonResidential,Hotel,Camlin,DOWNTOWN,47.6139,-122.33283,1926,1.0,11,83008,0,83008,Hotel,hotel,81352.0,,,,,27.0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,6062767.5,0.0,2811215.0,2947580.0,Compliant,176.14,2.12,nan,POINT(-122.33283 47.6139),True,True,False,False,11.326692267676115,-inf,11.326692267676115,11.306540697470973,,,-inf,14.849127332200393,14.896495052670797,4.310799125385514,0.7514160886839212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,NonResidential,Other,Paramount Theatre,DOWNTOWN,47.61327,-122.33136,1926,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,other - entertainment/public assembly,102761.0,,,,,,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,3636655.0,385189.0,Compliant,221.51,2.16,nan,POINT(-122.33136 47.61327),True,True,True,False,11.540161182589472,-inf,11.540161182589472,11.540161182589472,,,14.638055945040918,15.106574861070003,12.861489401904382,4.231203789270692,0.7701082216960737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,NonResidential,Hotel,311wh-Pioneer Square,DOWNTOWN,47.602940000000004,-122.33263000000001,1904,1.0,15,163984,0,163984,Hotel,hotel,163984.0,,,,,43.0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,14194054.0,0.0,7297919.0,6425900.0,Compliant,392.16,2.39,nan,POINT(-122.33263 47.60294),True,True,False,False,12.007524141071345,-inf,12.007524141071345,12.007524141071345,,,-inf,15.803099796985723,15.675847256756587,4.461299797900953,0.8712933659434193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,Multifamily MR (5-9),Mid-Rise Multifamily,Lyon Building,DOWNTOWN,47.60284,-122.33183999999999,1910,1.0,6,63712,1496,62216,Multifamily Housing,multifamily housing,56132.0,,,,,1.0,81.5,85.59999847,182.6999969,187.3999939,4573777.0,4807679.5,1039735.188,2532015.0,1002026.0,Compliant,151.12,2.37,nan,POINT(-122.33184 47.60284),True,True,True,False,11.062128206863923,7.310550158534422,11.038367480374779,10.935461338871026,,,13.85447661177154,14.744525986399273,13.817534508394093,4.449685265273865,0.8628899551470398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,NonResidential,Hotel,Hotel Monaco Seattle,DOWNTOWN,47.60695,-122.33413999999999,1969,1.0,11,153163,19279,133884,Hotel,hotel,133884.0,,,,,30.0,119.59999850000001,124.3000031,228.1999969,233.0,16016644.0,16646930.0,5237165.5,6187627.0,4591850.0,Compliant,691.26,4.51,nan,POINT(-122.33414 47.60695),True,True,True,False,11.939257992759025,9.866771699599468,11.80472903238118,11.80472903238118,,,15.471290974824539,15.638062210900967,15.339793550942783,4.8226980234563275,1.506297153514587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,NonResidential,Hotel,5679-W Seattle,DOWNTOWN,47.60713,-122.33323,1998,1.0,25,333176,61161,272015,Hotel,hotel,336640.0,,,,,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,18083049.0,2858700.0,Compliant,740.97,2.22,nan,POINT(-122.33323 47.60713),True,True,True,False,12.716426157869101,11.021265010465248,12.513612490816415,12.726769389091427,,,15.607163438178588,16.710485538090815,14.865877534004388,4.387014195214771,0.7975071958841882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,NonResidential,Hotel,Executive Pacific Plaza,DOWNTOWN,47.60699,-122.33346,1928,1.0,9,65009,0,65009,Hotel,hotel,65009.0,,,,,48.0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,1343000.0,3596705.0,Compliant,328.23,5.05,nan,POINT(-122.33346 47.60699),True,True,True,False,11.08228100083132,-inf,11.08228100083132,11.08228100083132,,,14.320128453594213,14.110416475505374,15.095528706526094,4.5829246082268655,1.6193882432872684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,NonResidential,Hotel,Crowne Plaza Hotel Seattle,DOWNTOWN,47.608090000000004,-122.33211999999999,1980,1.0,33,315952,57600,258352,"Hotel, Parking",hotel,295511.0,57600.0,parking,,,58.0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,22524948.0,4337738.5,13904183.0,4083440.0,Compliant,648.62,2.05,nan,POINT(-122.33212 47.60809),True,True,True,False,12.66334558229709,10.961277846683982,12.462078275121403,12.596461340177756,10.961277846683982,,15.282863687316377,16.44770028808079,15.222450328394695,4.3333614226663535,0.7178397931503168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,295511,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,NonResidential,Hotel,Hotel Vintage Seattle,DOWNTOWN,47.60755,-122.33243999999999,1922,1.0,11,92190,25200,66990,"Hotel, Parking",hotel,67390.0,25200.0,parking,,,35.0,159.5,165.8999939,297.39999389999997,303.89999389999997,10750010.0,11179203.0,4870847.5,3832369.0,2046793.0,Compliant,511.39,5.55,nan,POINT(-122.33244 47.60755),True,True,True,False,11.43160694379264,10.134599273499514,11.112298633502313,11.118251917940263,10.134599273499514,,15.398778504558898,15.15899370780014,14.531784735934586,5.11138516042726,1.713797927758343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67390,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,Nonresidential COS,Other,The Seattle Public Library - Central Library,DOWNTOWN,47.60649,-122.33296999999999,2004,1.0,11,412000,57000,355000,"Data Center, Library, Parking",library,364913.0,49000.0,parking,data center,1074.0,,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,17851297.0,0.0,Compliant,181.38,0.44,nan,POINT(-122.33297 47.60649),True,False,True,False,12.928778628331663,10.950806546816688,12.779873068457553,12.8074142479889,10.799575577092764,6.97914527506881,13.511102041907922,16.69758672461466,-inf,3.933784467268367,-0.8209805520698302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,364913,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
22,NonResidential,Other,Downtown Seattle YMCA,DOWNTOWN,47.60546,-122.33278999999999,1930,1.0,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",fitness center/health club/gym,90000.0,40000.0,office,swimming pool,0.0,,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,4453868.0,910180.0,Compliant,433.86,4.18,nan,POINT(-122.33279 47.60546),True,True,True,False,11.551290042513212,-inf,11.551290042513212,11.407564949312402,10.596634733096073,-inf,15.339901889205432,15.309283490078293,13.72139766113056,4.361823946871668,1.430311246536665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,90000,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
23,NonResidential,Hotel,Renaissance Seattle Hotel,DOWNTOWN,47.606809999999996,-122.33078,1983,1.0,28,416281,85000,331281,"Hotel, Parking",hotel,348329.0,85000.0,parking,,,31.0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,34351920.0,0.0,21225277.0,12331475.0,Compliant,802.89,1.93,nan,POINT(-122.33078 47.60681),True,True,False,False,12.939115791978178,11.350406535472453,12.710722236809435,12.760902714444171,11.350406535472453,,-inf,16.870703340724347,16.327665494911994,4.5910712460913485,0.6575200029167941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,348329,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,NonResidential,Mixed Use Property,The Rainier Club,DOWNTOWN,47.60515,-122.33158999999999,1907,1.0,5,57452,0,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",social/meeting hall,16442.0,15505.0,restaurant,office,9741.0,,132.3999939,137.1000061,280.7000122,285.0,7606084.5,7877219.0,1776201.875,3764791.0,2065091.0,Compliant,273.02,4.75,nan,POINT(-122.33159 47.60515),True,True,True,False,10.958705095551714,-inf,10.958705095551714,9.707594315712079,9.648917831534549,9.184099060770956,14.389987864430351,15.141202906387141,14.540684851202924,4.920710631061339,1.55814461804655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,15505,0.0,0,0,0,16442,0,0,0,0,0,0,0,0,5
25,NonResidential,Hotel,Arctic Club Seattle,DOWNTOWN,47.60376,-122.33193999999999,1916,1.0,10,104352,0,104352,Hotel,hotel,104352.0,,,,,39.0,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,5908370.0,815376.0,Compliant,349.32,3.35,nan,POINT(-122.33194 47.60376),True,True,True,False,11.555525078589046,-inf,11.555525078589046,11.555525078589046,,,15.048322099521917,15.591880547618935,13.611404635527203,4.57779902053831,1.208960345836975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,NonResidential,Other,King County Courthouse,DOWNTOWN,47.60265,-122.33051,1916,1.0,10,540360,0,540360,Courthouse,courthouse,537150.0,,,,,76.0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,24357833.0,20626631.0,Compliant,1265.29,2.34,nan,POINT(-122.33051 47.60265),True,True,False,False,13.199990863083618,-inf,13.199990863083618,13.194032664094689,,,-inf,17.008364039541974,16.842093565846334,4.471638793363569,0.85015092936961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,NonResidential,Other,King County Correctional Facility,DOWNTOWN,47.60378,-122.32842,1985,1.0,19,385274,0,385274,Other,other,385274.0,,,,,,124.1999969,128.6000061,229.5,232.89999390000003,47859812.0,49539212.0,0.0,18257661.0,29602150.0,Compliant,1699.45,4.41,nan,POINT(-122.32842 47.60378),True,True,False,False,12.861710048451576,-inf,12.861710048451576,12.861710048451576,,,-inf,16.72009533073137,17.20335755179162,4.856706859237422,1.4838746894587547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
